name,method,config,weights,fps,resolution,hardware,dataset,mIoU
ISANet_R-50-D8,isanet,configs/isanet/isanet_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/isanet/isanet_r50-d8_512x1024_40k_cityscapes/isanet_r50-d8_512x1024_40k_cityscapes_20210901_054739-981bd763.pth,2.910022116168083,"(512,1024)",V100,Cityscapes,78.49
ISANet_R-50-D8,isanet,configs/isanet/isanet_r50-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/isanet/isanet_r50-d8_512x1024_80k_cityscapes/isanet_r50-d8_512x1024_80k_cityscapes_20210901_074202-89384497.pth,2.910022116168083,"(512,1024)",V100,Cityscapes,78.68
EMANet_R-101-D8,emanet,configs/emanet/emanet_r101-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/emanet/emanet_r101-d8_512x1024_80k_cityscapes/emanet_r101-d8_512x1024_80k_cityscapes_20200901_100301-2d970745.pth,2.870016933099905,"(512,1024)",V100,Cityscapes,79.1
Mask2Former_Swin-L (in22k),mask2former,configs/mask2former/mask2former_swin-l-in22k-384x384-pre_8xb2-90k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/mask2former/mask2former_swin-l-in22k-384x384-pre_8xb2-90k_cityscapes-512x1024/mask2former_swin-l-in22k-384x384-pre_8xb2-90k_cityscapes-512x1024_20221202_141901-dc2c2ddd.pth,2.86000286000286,"(512,1024)",V100,Cityscapes,83.65
PSPNet_R-101b-D8,pspnet,configs/pspnet/pspnet_r101b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r101b-d8_512x1024_80k_cityscapes/pspnet_r101b-d8_512x1024_80k_cityscapes_20201226_170012-3a4d38ab.pth,2.7599911680282623,"(512,1024)",V100,Cityscapes,79.69
DeepLabV3_R-50b-D8,deeplabv3,configs/deeplabv3/deeplabv3_r50b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3/deeplabv3_r50b-d8_512x1024_80k_cityscapes/deeplabv3_r50b-d8_512x1024_80k_cityscapes_20201225_155148-ec368954.pth,2.740026304252521,"(512,1024)",V100,Cityscapes,79.63
FCN_R-101b-D8,fcn,configs/fcn/fcn_r101b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_r101b-d8_512x1024_80k_cityscapes/fcn_r101b-d8_512x1024_80k_cityscapes_20201226_160213-4543858f.pth,2.73000273000273,"(512,1024)",V100,Cityscapes,77.37
NonLocalNet_R-50-D8,nonlocal_net,configs/nonlocal_net/nonlocal_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/nonlocal_net/nonlocal_r50-d8_512x1024_40k_cityscapes/nonlocal_r50-d8_512x1024_40k_cityscapes_20200605_210748-c75e81e3.pth,2.7199782401740786,"(512,1024)",V100,Cityscapes,78.24
PSPNet_R-101-D8,pspnet,configs/pspnet/pspnet_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/pspnet/pspnet_r101-d8_512x1024_40k_cityscapes/pspnet_r101-d8_512x1024_40k_cityscapes_20200604_232751-467e7cf4.pth,2.680031088360625,"(512,1024)",V100,Cityscapes,78.34
EncNet_R-101-D8,encnet,configs/encnet/encnet_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/encnet/encnet_r101-d8_512x1024_40k_cityscapes/encnet_r101-d8_512x1024_40k_cityscapes_20200621_220933-35e0a3e8.pth,2.6599989360004255,"(512,1024)",V100,Cityscapes,75.81
FCN_R-101-D8,fcn,configs/fcn/fcn_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fcn/fcn_r101-d8_512x1024_40k_cityscapes/fcn_r101-d8_512x1024_40k_cityscapes_20200604_181852-a883d3a1.pth,2.6599989360004255,"(512,1024)",V100,Cityscapes,75.45
DANet_R-50-D8,danet,configs/danet/danet_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/danet/danet_r50-d8_512x1024_40k_cityscapes/danet_r50-d8_512x1024_40k_cityscapes_20200605_191324-c0dbfa5f.pth,2.6599989360004255,"(512,1024)",V100,Cityscapes,78.74
FastFCN_R-50-D32,fastfcn,configs/fastfcn/fastfcn_r50-d32_jpu_aspp_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/fastfcn/fastfcn_r50-d32_jpu_aspp_512x1024_80k_cityscapes/fastfcn_r50-d32_jpu_aspp_512x1024_80k_cityscapes_20210928_053722-5d1a2648.pth,2.6399852160827897,"(512,1024)",V100,Cityscapes,79.12
GCNet_R-101-D8,gcnet,configs/gcnet/gcnet_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/gcnet/gcnet_r101-d8_512x1024_40k_cityscapes/gcnet_r101-d8_512x1024_40k_cityscapes_20200618_074436-5e62567f.pth,2.610012006055228,"(512,1024)",V100,Cityscapes,78.28
DeepLabV3+_R-101b-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r101b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r101b-d8_512x1024_80k_cityscapes/deeplabv3plus_r101b-d8_512x1024_80k_cityscapes_20201226_190843-9c3c93a4.pth,2.5999688003743953,"(512,1024)",V100,Cityscapes,80.16
DeepLabV3+_R-101-D8,deeplabv3plus,configs/deeplabv3plus/deeplabv3plus_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3plus/deeplabv3plus_r101-d8_512x1024_40k_cityscapes/deeplabv3plus_r101-d8_512x1024_40k_cityscapes_20200605_094614-3769eecf.pth,2.5999688003743953,"(512,1024)",V100,Cityscapes,80.21
DeepLabV3_R-50-D8,deeplabv3,configs/deeplabv3/deeplabv3_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3/deeplabv3_r50-d8_512x1024_40k_cityscapes/deeplabv3_r50-d8_512x1024_40k_cityscapes_20200605_022449-acadc2f8.pth,2.56996736141451,"(512,1024)",V100,Cityscapes,79.09
DNLNet_R-50-D8,dnlnet,configs/dnlnet/dnl_r50-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/dnlnet/dnl_r50-d8_512x1024_40k_cityscapes/dnl_r50-d8_512x1024_40k_cityscapes_20200904_233629-53d4ea93.pth,2.5600327684194357,"(512,1024)",V100,Cityscapes,78.61
ANN_R-101-D8,ann,configs/ann/ann_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/ann/ann_r101-d8_512x1024_40k_cityscapes/ann_r101-d8_512x1024_40k_cityscapes_20200605_095243-adf6eece.pth,2.5499796001631987,"(512,1024)",V100,Cityscapes,76.55
DMNet_R-101-D8,dmnet,configs/dmnet/dmnet_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/dmnet/dmnet_r101-d8_512x1024_40k_cityscapes/dmnet_r101-d8_512x1024_40k_cityscapes_20201215_043100-8291e976.pth,2.54000508001016,"(512,1024)",V100,Cityscapes,78.37
PSPNet_S-101-D8,resnest,configs/resnest/resnest_s101-d8_pspnet_4xb2-80k_cityscapes512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/resnest/pspnet_s101-d8_512x1024_80k_cityscapes/pspnet_s101-d8_512x1024_80k_cityscapes_20200807_140631-c75f3b99.pth,2.5199707683390873,"(512,1024)",V100,Cityscapes,78.57
FCN_S-101-D8,resnest,configs/resnest/resnest_s101-d8_fcn_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/resnest/fcn_s101-d8_512x1024_80k_cityscapes/fcn_s101-d8_512x1024_80k_cityscapes_20200807_140631-f8d155b3.pth,2.390000239000024,"(512,1024)",V100,Cityscapes,77.56
DeepLabV3+_S-101-D8,resnest,configs/resnest/resnest_s101-d8_deeplabv3plus_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/resnest/deeplabv3plus_s101-d8_512x1024_80k_cityscapes/deeplabv3plus_s101-d8_512x1024_80k_cityscapes_20200807_144429-1239eb43.pth,2.3599933920185023,"(512,1024)",V100,Cityscapes,79.62
ISANet_R-101-D8,isanet,configs/isanet/isanet_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/isanet/isanet_r101-d8_512x1024_40k_cityscapes/isanet_r101-d8_512x1024_40k_cityscapes_20210901_145553-293e6bd6.pth,2.350010575047588,"(512,1024)",V100,Cityscapes,79.58
ISANet_R-101-D8,isanet,configs/isanet/isanet_r101-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/isanet/isanet_r101-d8_512x1024_80k_cityscapes/isanet_r101-d8_512x1024_80k_cityscapes_20210901_145243-5b99c9b2.pth,2.350010575047588,"(512,1024)",V100,Cityscapes,80.32
CCNet_R-101-D8,ccnet,configs/ccnet/ccnet_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/ccnet/ccnet_r101-d8_512x1024_40k_cityscapes/ccnet_r101-d8_512x1024_40k_cityscapes_20200616_142540-a3b84ba6.pth,2.31000231000231,"(512,1024)",V100,Cityscapes,76.35
PSANet_R-101-D8,psanet,configs/psanet/psanet_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/psanet/psanet_r101-d8_512x1024_40k_cityscapes/psanet_r101-d8_512x1024_40k_cityscapes_20200606_001418-27b9cfa7.pth,2.1999780002199976,"(512,1024)",V100,Cityscapes,79.14
APCNet_R-101-D8,apcnet,configs/apcnet/apcnet_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/apcnet/apcnet_r101-d8_512x1024_40k_cityscapes/apcnet_r101-d8_512x1024_40k_cityscapes_20201214_115716-abc9d111.pth,2.149982800137599,"(512,1024)",V100,Cityscapes,79.08
DANet_R-101-D8,danet,configs/danet/danet_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/danet/danet_r101-d8_512x1024_40k_cityscapes/danet_r101-d8_512x1024_40k_cityscapes_20200605_200831-c57a7157.pth,1.99001014905176,"(512,1024)",V100,Cityscapes,80.52
DNLNet_R-101-D8,dnlnet,configs/dnlnet/dnl_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/dnlnet/dnl_r101-d8_512x1024_40k_cityscapes/dnl_r101-d8_512x1024_40k_cityscapes_20200904_233629-9928ffef.pth,1.9600156801254411,"(512,1024)",V100,Cityscapes,78.31
NonLocalNet_R-101-D8,nonlocal_net,configs/nonlocal_net/nonlocal_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/nonlocal_net/nonlocal_r101-d8_512x1024_40k_cityscapes/nonlocal_r101-d8_512x1024_40k_cityscapes_20200605_210748-d63729fa.pth,1.9500019500019499,"(512,1024)",V100,Cityscapes,78.66
DeepLabV3_R-101-D8,deeplabv3,configs/deeplabv3/deeplabv3_r101-d8_4xb2-40k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3/deeplabv3_r101-d8_512x1024_40k_cityscapes/deeplabv3_r101-d8_512x1024_40k_cityscapes_20200605_012241-7fd3f799.pth,1.9200122880786437,"(512,1024)",V100,Cityscapes,77.12
DeepLabV3_S-101-D8,resnest,configs/resnest/resnest_s101-d8_deeplabv3_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/resnest/deeplabv3_s101-d8_512x1024_80k_cityscapes/deeplabv3_s101-d8_512x1024_80k_cityscapes_20200807_144429-b73c4270.pth,1.8800172961591248,"(512,1024)",V100,Cityscapes,79.67
DeepLabV3_R-101b-D8,deeplabv3,configs/deeplabv3/deeplabv3_r101b-d8_4xb2-80k_cityscapes-512x1024.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3/deeplabv3_r101b-d8_512x1024_80k_cityscapes/deeplabv3_r101b-d8_512x1024_80k_cityscapes_20201226_171821-8fd49503.pth,1.8099875110861734,"(512,1024)",V100,Cityscapes,80.01
