name,method,config,weights,fps,resolution,hardware,dataset,mIoU
CCNet_R-101-D8,ccnet,configs/ccnet/ccnet_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/ccnet/ccnet_r101-d8_512x512_80k_ade20k/ccnet_r101-d8_512x512_80k_ade20k_20200615_014848-1f4929a3.pth,14.110342881332015,"(512,512)",V100,ADE20K,43.97
NonLocalNet_R-101-D8,nonlocal_net,configs/nonlocal_net/nonlocal_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/nonlocal_net/nonlocal_r101-d8_512x512_80k_ade20k/nonlocal_r101-d8_512x512_80k_ade20k_20200615_015758-24105919.pth,13.970382788488404,"(512,512)",V100,ADE20K,42.9
DMNet_R-101-D8,dmnet,configs/dmnet/dmnet_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/dmnet/dmnet_r101-d8_512x512_80k_ade20k/dmnet_r101-d8_512x512_80k_ade20k_20201215_104812-bfa45311.pth,13.879250520471896,"(512,512)",V100,ADE20K,45.34
Segmenter_ViT-B_16,segmenter,configs/segmenter/segmenter_vit-b_mask_8xb1-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/segmenter/segmenter_vit-b_mask_8x1_512x512_160k_ade20k/segmenter_vit-b_mask_8x1_512x512_160k_ade20k_20220105_151706-bc533b08.pth,13.199577613516366,"(512,512)",V100,ADE20K,49.6
PSANet_R-101-D8,psanet,configs/psanet/psanet_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/psanet/psanet_r101-d8_512x512_80k_ade20k/psanet_r101-d8_512x512_80k_ade20k_20200614_185117-1fab60d4.pth,13.130252100840337,"(512,512)",V100,ADE20K,43.8
APCNet_R-101-D8,apcnet,configs/apcnet/apcnet_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/apcnet/apcnet_r101-d8_512x512_80k_ade20k/apcnet_r101-d8_512x512_80k_ade20k_20201214_115704-c656c3fb.pth,13.099292638197536,"(512,512)",V100,ADE20K,45.54
PSPNet_S-101-D8,resnest,configs/resnest/resnest_s101-d8_pspnet_4xb4-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/resnest/pspnet_s101-d8_512x512_160k_ade20k/pspnet_s101-d8_512x512_160k_ade20k_20200807_145416-a6daa92a.pth,13.020833333333334,"(512,512)",V100,ADE20K,45.44
FCN_S-101-D8,resnest,configs/resnest/resnest_s101-d8_fcn_4xb4-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/resnest/fcn_s101-d8_512x512_160k_ade20k/fcn_s101-d8_512x512_160k_ade20k_20200807_145416-d3160329.pth,12.860082304526749,"(512,512)",V100,ADE20K,45.62
UPerNet_SVT-B,twins,configs/twins/twins_svt-b_uperhead_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/twins/twins_svt-b_uperhead_8x2_512x512_160k_ade20k/twins_svt-b_uperhead_8x2_512x512_160k_ade20k_20211202_040826-0943a1f1.pth,12.6598303582732,"(512,512)",V100,ADE20K,48.04
UPerNet_Swin-B,swin,configs/swin/swin-base-patch4-window7-in1k-pre_upernet_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/swin/upernet_swin_base_patch4_window7_512x512_160k_ade20k_pretrain_224x224_1K/upernet_swin_base_patch4_window7_512x512_160k_ade20k_pretrain_224x224_1K_20210526_192340-593b0e13.pth,12.65022137887413,"(512,512)",V100,ADE20K,47.99
DNLNet_R-101-D8,dnlnet,configs/dnlnet/dnl_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/dnlnet/dnl_r101-d8_512x512_80k_ade20k/dnl_r101-d8_512x512_80k_ade20k_20200826_183354-d820d6ea.pth,12.54075746175069,"(512,512)",V100,ADE20K,43.76
UPerNet_DeiT-S + LN + MLN,vit,configs/vit/vit_deit-s16-ln_mln_upernet_512x512_160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/vit/upernet_deit-s16_ln_mln_512x512_160k_ade20k/upernet_deit-s16_ln_mln_512x512_160k_ade20k_20210621_161021-c0cd652f.pth,12.39003840911907,"(512,512)",V100,ADE20K,43.52
KNet_R-50-D8,knet,configs/knet/knet-s3_r50-d8_deeplabv3_8xb2-adamw-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/knet/knet_s3_deeplabv3_r50-d8_8x2_512x512_adamw_80k_ade20k/knet_s3_deeplabv3_r50-d8_8x2_512x512_adamw_80k_ade20k_20220228_041642-00c8fbeb.pth,12.100677637947724,"(512,512)",V100,ADE20K,45.06
UPerNet_Swin-B,swin,configs/swin/swin-base-patch4-window12-in1k-384x384-pre_upernet_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/swin/upernet_swin_base_patch4_window12_512x512_160k_ade20k_pretrain_384x384_1K/upernet_swin_base_patch4_window12_512x512_160k_ade20k_pretrain_384x384_1K_20210531_132020-05b22ea4.pth,12.100677637947724,"(512,512)",V100,ADE20K,48.35
UPerNet_PCPVT-B,twins,configs/twins/twins_pcpvt-b_uperhead_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/twins/twins_pcpvt-b_uperhead_8x2_512x512_160k_ade20k/twins_pcpvt-b_uperhead_8x2_512x512_160k_ade20k_20211130_141020-02094ea5.pth,12.039489525644113,"(512,512)",V100,ADE20K,47.91
DeepLabV3+_S-101-D8,resnest,configs/resnest/resnest_s101-d8_deeplabv3plus_4xb4-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/resnest/deeplabv3plus_s101-d8_512x512_160k_ade20k/deeplabv3plus_s101-d8_512x512_160k_ade20k_20200807_144503-27b26226.pth,11.96029183112068,"(512,512)",V100,ADE20K,46.47
Segformer_MIT-B5,segformer,configs/segformer/segformer_mit-b5_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/segformer/segformer_mit-b5_512x512_160k_ade20k/segformer_mit-b5_512x512_160k_ade20k_20210726_145235-94cedf59.pth,11.890606420927469,"(512,512)",V100,ADE20K,49.13
FPN_PoolFormer-S36,poolformer,,,11.340440009072351,"(512,512)",V100,ADE20K,41.61
UPerNet_DeiT-S + MLN,vit,configs/vit/vit_deit-s16_mln_upernet_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/vit/upernet_deit-s16_mln_512x512_160k_ade20k/upernet_deit-s16_mln_512x512_160k_ade20k_20210621_161021-fb9a5dfb.pth,11.179429849077696,"(512,512)",V100,ADE20K,43.82
UPerNet_SVT-L,twins,configs/twins/twins_pcpvt-l_uperhead_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/twins/twins_svt-l_uperhead_8x2_512x512_160k_ade20k/twins_svt-l_uperhead_8x2_512x512_160k_ade20k_20211130_141005-3e2cae61.pth,10.729613733905579,"(512,512)",V100,ADE20K,49.65
UPerNet_PCPVT-L,twins,configs/twins/twins_pcpvt-l_uperhead_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/twins/twins_pcpvt-l_uperhead_8x2_512x512_160k_ade20k/twins_pcpvt-l_uperhead_8x2_512x512_160k_ade20k_20211201_075053-c6095c07.pth,10.699764605178688,"(512,512)",V100,ADE20K,49.35
ISANet_R-101-D8,isanet,configs/isanet/isanet_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/isanet/isanet_r101-d8_512x512_80k_ade20k/isanet_r101-d8_512x512_80k_ade20k_20210903_162056-68b235c2.pth,10.559662090813093,"(512,512)",V100,ADE20K,43.51
ISANet_R-101-D8,isanet,configs/isanet/isanet_r101-d8_4xb4-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/isanet/isanet_r101-d8_512x512_160k_ade20k/isanet_r101-d8_512x512_160k_ade20k_20210903_211431-a7879dcd.pth,10.559662090813093,"(512,512)",V100,ADE20K,43.8
DPT_ViT-B,dpt,configs/dpt/dpt_vit-b16_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/dpt/dpt_vit-b16_512x512_160k_ade20k/dpt_vit-b16_512x512_160k_ade20k-db31cf52.pth,10.410160316468874,"(512,512)",V100,ADE20K,46.97
UPerNet_DeiT-B,vit,configs/vit/vit_deit-b16_upernet_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/vit/upernet_deit-b16_512x512_160k_ade20k/upernet_deit-b16_512x512_160k_ade20k_20210621_180100-828705d7.pth,10.38961038961039,"(512,512)",V100,ADE20K,45.36
DeepLabV3_R-101-D8,deeplabv3,configs/deeplabv3/deeplabv3_r101-d8_4xb4-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/deeplabv3/deeplabv3_r101-d8_512x512_80k_ade20k/deeplabv3_r101-d8_512x512_80k_ade20k_20200615_021256-d89c7fa4.pth,10.13993104846887,"(512,512)",V100,ADE20K,44.08
UPerNet_DeiT-B,vit,configs/vit/vit_deit-b16_upernet_8xb2-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/vit/upernet_deit-b16_512x512_80k_ade20k/upernet_deit-b16_512x512_80k_ade20k_20210624_130529-1e090789.pth,9.689922480620154,"(512,512)",V100,ADE20K,45.24
DeepLabV3_S-101-D8,resnest,configs/resnest/resnest_s101-d8_deeplabv3_4xb4-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/resnest/deeplabv3_s101-d8_512x512_160k_ade20k/deeplabv3_s101-d8_512x512_160k_ade20k_20200807_144503-17ecabe5.pth,9.279881217520416,"(512,512)",V100,ADE20K,45.71
FPN_PoolFormer-M36,poolformer,configs/poolformer/fpn_poolformer_m36_8xb4-40k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/poolformer/fpn_poolformer_m36_8x4_512x512_40k_ade20k/fpn_poolformer_m36_8x4_512x512_40k_ade20k_20220501_164230-3dc83921.pth,8.970218873340508,"(512,512)",V100,ADE20K,41.95
KNet_Swin-L,knet,configs/knet/knet-s3_swin-l_upernet_8xb2-adamw-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/knet/knet_s3_upernet_swin-l_8x2_512x512_adamw_80k_ade20k/knet_s3_upernet_swin-l_8x2_512x512_adamw_80k_ade20k_20220303_154559-d8da9a90.pth,8.289811821271657,"(512,512)",V100,ADE20K,52.05
UPerNet_DeiT-B + MLN,vit,configs/vit/vit_deit-b16_mln_upernet_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/vit/upernet_deit-b16_mln_512x512_160k_ade20k/upernet_deit-b16_mln_512x512_160k_ade20k_20210621_191949-4e1450f3.pth,7.780284758422158,"(512,512)",V100,ADE20K,45.46
UPerNet_DeiT-B + LN + MLN,vit,configs/vit/vit_deit-b16-ln_mln_upernet_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/vit/upernet_deit-b16_ln_mln_512x512_160k_ade20k/upernet_deit-b16_ln_mln_512x512_160k_ade20k_20210623_153535-8a959c14.pth,7.750135627373479,"(512,512)",V100,ADE20K,45.37
UPerNet_ViT-B + MLN,vit,configs/vit/vit_vit-b16_mln_upernet_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/vit/upernet_vit-b16_mln_512x512_160k_ade20k/upernet_vit-b16_mln_512x512_160k_ade20k_20210624_130547-852fa768.pth,7.579777154551656,"(512,512)",V100,ADE20K,46.75
UPerNet_ViT-B,mae,configs/mae/mae-base_upernet_8xb2-amp-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/mae/upernet_mae-base_fp16_8x2_512x512_160k_ade20k/upernet_mae-base_fp16_8x2_512x512_160k_ade20k_20220426_174752-f92a2975.pth,7.139797229758675,"(512,512)",V100,ADE20K,48.13
UPerNet_ViT-B + MLN,vit,configs/vit/vit_vit-b16_mln_upernet_8xb2-80k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/vit/upernet_vit-b16_mln_512x512_80k_ade20k/upernet_vit-b16_mln_512x512_80k_ade20k_20210624_130547-0403cee1.pth,6.940106877645915,"(512,512)",V100,ADE20K,47.71
UPerNet_ViT-B + LN + MLN,vit,configs/vit/vit_vit-b16-ln_mln_upernet_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/vit/upernet_vit-b16_ln_mln_512x512_160k_ade20k/upernet_vit-b16_ln_mln_512x512_160k_ade20k_20210621_172828-f444c077.pth,6.8198867898792885,"(512,512)",V100,ADE20K,47.73
FPN_PoolFormer-M48,poolformer,configs/poolformer/fpn_poolformer_m48_8xb4-40k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/poolformer/fpn_poolformer_m48_8x4_512x512_40k_ade20k/fpn_poolformer_m48_8x4_512x512_40k_ade20k_20220504_003923-64168d3b.pth,6.68985817500669,"(512,512)",V100,ADE20K,42.43
SETR_ViT-L,setr,configs/setr/setr_vit-l_mla_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/setr/setr_mla_512x512_160k_b16_ade20k/setr_mla_512x512_160k_b16_ade20k_20210619_191057-f9741de7.pth,5.249895002099958,"(512,512)",V100,ADE20K,47.39
SETR_ViT-L,setr,configs/setr/setr_vit-l_naive_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/setr/setr_naive_512x512_160k_b16_ade20k/setr_naive_512x512_160k_b16_ade20k_20210619_191258-061f24f5.pth,4.720098178042103,"(512,512)",V100,ADE20K,48.28
SETR_ViT-L,setr,configs/setr/setr_vit-l_pup_8xb2-160k_ade20k-512x512.py,https://download.openmmlab.com/mmsegmentation/v0.5/setr/setr_pup_512x512_160k_b16_ade20k/setr_pup_512x512_160k_b16_ade20k_20210619_191343-7e0ce826.pth,4.5000450004500046,"(512,512)",V100,ADE20K,48.24
